Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
RS,@WithRitesh,2022-01-24T05:25:12.000Z,True,"Larsen and Tourbo (L&T) has the potential to modernise the Indian military and create an industrial defence base, reducing defence imports.",0,0,3,0,[],[],[],https://pbs.twimg.com/profile_images/1765681325603016704/wehNabxZ_normal.jpg,https://twitter.com/WithRitesh/status/1485483802856390658,tweet_id:1485483802856390658
NSE INFORMATION TECHNOLOGY DATA,@data_nse,2022-01-20T08:50:43.000Z,False,"LARSEN & TOURBO INFOTECH

BUY 

TARGET 7500

PRABHUDAS  LILLADHER",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1467718277170221059/ykTYvyrB_normal.jpg,https://twitter.com/data_nse/status/1484085971067228160,tweet_id:1484085971067228160
Marg News,@MargNewsIN,2022-01-17T11:33:15.000Z,False,L&T Supplies Reactors To The USA Earlier Than Planned For Renewable Diesel Project#LarsenTourbo #Reactors #RenewableDiesel #USA https://margnews.com/2022/01/17/lt-supplies-reactors-to-the-usa-earlier-than-planned-for-renewable-diesel-project/…,0,1,2,0,"['#LarsenTourbo', '#Reactors', '#RenewableDiesel', '#USA']",[],[],https://pbs.twimg.com/profile_images/1446082398362300420/Avd-vIx0_normal.jpg,https://twitter.com/MargNewsIN/status/1483039709924593668,tweet_id:1483039709924593668
Marg News,@MargNewsIN,2022-01-06T08:43:47.000Z,False,Department Of Water Supply And Sanitation Of Punjab Gives The Contract To L&T Construction#watersupply #LarsenTourbo #construction https://margnews.com/2022/01/06/department-of-water-supply-and-sanitation-of-punjab-gives-the-contract-to-lt-construction/…,0,3,3,0,"['#watersupply', '#LarsenTourbo', '#construction']",[],[],https://pbs.twimg.com/profile_images/1446082398362300420/Avd-vIx0_normal.jpg,https://twitter.com/MargNewsIN/status/1479010797929988097,tweet_id:1479010797929988097
Shail Bhatnagar,@shail_bhatnagar,2022-01-04T08:38:22.000Z,True,"See #TOPCALLS on  

BUY#Pidilite  #bhartiairtel  #alembicpharma  #LarsenTourbo Amit Seth#AmbujaCement   ",3,3,31,0,"['#TOPCALLS', '#Pidilite', '#bhartiairtel', '#alembicpharma', '#LarsenTourbo', '#AmbujaCement']","['@CNBC_Awaaz', '@asitbaran', '@rajeshpalviya', '@themanasjaiswal', '@PrakashGaba', '@virendraonNifty', '']",[],https://pbs.twimg.com/profile_images/1541464920964747264/bCHdCRoU_normal.jpg,https://twitter.com/shail_bhatnagar/status/1478284658886414336,tweet_id:1478284658886414336
Business Standard,@bsindia,2021-12-28T07:07:33.000Z,True,"#MarketsWithBS | Headline indices extended their gains in afternoon trade and were near the day's highs, supported by select counters including Asian Paints, Tech Mahindra, Larsen & Tourbo, and Tata Motors

Read LIVE updates here#StockMarket #Markets",0,0,5,0,"['#MarketsWithBS', '#StockMarket', '#Markets']",[],[],https://pbs.twimg.com/profile_images/1194080296821559296/4GUNRuCM_normal.jpg,https://twitter.com/bsindia/status/1475725088901140482,tweet_id:1475725088901140482
Marg News,@MargNewsIN,2021-12-23T10:58:08.000Z,False,"L&T Construction Gets An Important Contract For Its Buildings & Factories Division#LarsenTourbo #construction #contract 
 https://margnews.com/2021/12/23/lt-construction-gets-an-important-contract-for-its-buildings-factories-division/…",0,3,3,0,"['#LarsenTourbo', '#construction', '#contract']",[],[],https://pbs.twimg.com/profile_images/1446082398362300420/Avd-vIx0_normal.jpg,https://twitter.com/MargNewsIN/status/1473971179702538243,tweet_id:1473971179702538243
WhaleStox,@Whalestox,2021-12-05T12:15:59.000Z,True,"Larsen & tourbo looks good for swing its best to accumulate at 1750 / 1770
Target 1890/1940 , sl : 1740#SwingTrading",0,0,1,0,['#SwingTrading'],[],[],https://pbs.twimg.com/profile_images/1581390599789301761/KBfXkef9_normal.jpg,https://twitter.com/Whalestox/status/1467467786259611649,tweet_id:1467467786259611649
Vivek,@Priceactionly,2021-11-23T15:02:02.000Z,False,"As market indicated good reversal 
Performanceof #Intraday picks 

My bulls#powergrid 4% up#larsentourbo 1.5% up#hdfc 1% up#asianpaints 2.3 % down#Airtel 7% up

Pls consider to like/ retweet,if u want me 2 continue share these insights,help us spread d word",0,1,6,0,"['#Intraday', '#powergrid', '#larsentourbo', '#hdfc', '#asianpaints', '#Airtel', '']",[],[],https://pbs.twimg.com/profile_images/1658844744544387072/jiQ2MH7j_normal.jpg,https://twitter.com/Priceactionly/status/1463160922533421065,tweet_id:1463160922533421065
ashish,@ashish_munjal,2021-11-22T19:05:42.000Z,False,"Added following today :-

Bosch PVR.   Larsen & Tourbo @1854

Bosch should give 10% in 3 Quarters
PVR should give 10% in 2 Quarters
L&T is PF stock … Stock for 10 yrs!!

Any inputs by veterans here ",0,0,1,0,[],"['@16784', '@1590', '', '', '', '']",[],https://pbs.twimg.com/profile_images/1455351680724127744/plSsYKRQ_normal.jpg,https://twitter.com/ashish_munjal/status/1462859854893109248,tweet_id:1462859854893109248
Amul.coop,@Amul_Coop,2021-11-21T14:55:36.000Z,True,"So, Shri Tribhuvandas Patel borrowed money and gave it to Dr. Kurien who purchased the Silkeborg Pasteurizer from Larsen & Tourbo  (L&T). This marked the beginning of a long association between L&T and Amul.#MilkmanofIndia #DeshkaDoodhwala #NationalMilkDay",2,8,48,0,"['#MilkmanofIndia', '#DeshkaDoodhwala', '#NationalMilkDay']",['@larsentoubro'],[],https://pbs.twimg.com/profile_images/651028295425765376/1qJVp6Eu_normal.jpg,https://twitter.com/Amul_Coop/status/1462434528555798533,tweet_id:1462434528555798533
jain,@jain17543,2021-11-17T06:38:49.000Z,False,Larsen tourbo now IT infra companies just imagine value of larsen in future,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1460859956563877889,tweet_id:1460859956563877889
jain,@jain17543,2021-11-16T01:58:57.000Z,False,Larsen tourbo now IT Infra company with strong exposure to mindtree ltts lti lt education .so cash flow hona hi tha in coming two three year more cash flow expected,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1460427138012647424,tweet_id:1460427138012647424
jain,@jain17543,2021-11-14T12:33:52.000Z,False,Larsen tourbo now IT infra  company with its robust expansion to LTTS Lti Mindtree L&t education,0,0,1,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1459862142979481600,tweet_id:1459862142979481600
jain,@jain17543,2021-11-14T12:27:00.000Z,False,Larsen tourbo now IT infra company  due to expansion Ltts mindtree Lti L&t edu,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1459860415970562054,tweet_id:1459860415970562054
ankit jain,@catchankit16,2021-11-10T03:41:06.000Z,False,Larsen & Tourbo days are back !!!! #lnt,0,0,0,0,['#lnt'],[],[],https://pbs.twimg.com/profile_images/1391145519460675587/7kDpaLvj_normal.jpg,https://twitter.com/catchankit16/status/1458278516823232513,tweet_id:1458278516823232513
jain,@jain17543,2021-11-10T02:47:10.000Z,False,Larsen tourbo now IT companies with little exposure to quality infrastructure. It has LTI LTTS MINDTREE l&t edu .etc all,0,1,1,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1458264942532911104,tweet_id:1458264942532911104
jain,@jain17543,2021-11-05T06:35:32.000Z,False,Rolex rings  larsen tourbo .,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1456510472975384577,tweet_id:1456510472975384577
jain,@jain17543,2021-11-04T15:18:46.000Z,False,Larsen tourbo,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1456279761290883075,tweet_id:1456279761290883075
Shail Bhatnagar,@shail_bhatnagar,2021-11-04T12:29:26.000Z,True,"See #TOPCALLS on #muharat on  

BUY#SBI #LarsenTourbo  #HDFCLife  (positional call for 1 year)#ICICIBank  (positional call for 1 year)#ShriramTransport @Dstreetwinners   ",0,5,43,0,"['#TOPCALLS', '#muharat', '#SBI', '#LarsenTourbo', '#HDFCLife', '#ICICIBank', '#ShriramTransport']","['@CNBC_Awaaz', '@tapariachandan', '@PrakashGaba', '@P_diwan', '@AEHarshada', '@virendraonNifty', '']",[],https://pbs.twimg.com/profile_images/1541464920964747264/bCHdCRoU_normal.jpg,https://twitter.com/shail_bhatnagar/status/1456237149758496774,tweet_id:1456237149758496774
jain,@jain17543,2021-11-03T13:06:53.000Z,False,It would be all companies of larsen tourbo Mindtree l&t infotech l&t technology one day would in nifty,0,0,4,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1455884186552651781,tweet_id:1455884186552651781
jain,@jain17543,2021-11-02T02:31:10.000Z,False,Larsen tourbo IT valuation is more or =larsen tourbo still larsen tourbo is under value india mea kuch bhi bada projects ho larsen tourbo har jagahey hey,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1455361816343683073,tweet_id:1455361816343683073
jain,@jain17543,2021-11-02T02:26:33.000Z,False,Larsen tourbo IT companies valuation is more or = larsen tourbo real compounding of larsen will start from today,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1455360652441047041,tweet_id:1455360652441047041
jain,@jain17543,2021-11-02T02:24:52.000Z,False,Sir larsen tourbo ki compounding ab start hogi It companies would have compounding stories like wipro tcs,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1455360227553861638,tweet_id:1455360227553861638
jain,@jain17543,2021-11-02T02:22:39.000Z,False,Sir  have a good research report on larsen tourbo the way it xompanies of lt is working it would be compounding like TCs wipro,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1455359670822965249,tweet_id:1455359670822965249
jain,@jain17543,2021-11-02T02:18:52.000Z,False,My prediction Larsen tourbo is future  5000 target for larsen till 2023,0,0,1,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1455358719663902723,tweet_id:1455358719663902723
jain,@jain17543,2021-11-02T02:00:45.000Z,False,Larsen tourbo is future,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1455354160216297473,tweet_id:1455354160216297473
Ashish K Nayak,@Nayakone,2021-11-01T16:38:10.000Z,False,Top 10 High Revenue Generated Indian Companies (Per Day) #Reliance Rs 1687cr#IOC Rs 1353cr#ONGC Rs 1110cr#SBIN Rs 1008cr#BPCL Rs 791cr#TataMotor Rs 717cr#TCS Rs 442cr#Rajesh_Export Rs 535cr,2,10,45,0,"['#Reliance', '#IOC', '#ONGC', '#SBIN', '#BPCL', '#TataMotor', '#TCS', '#Rajesh_Export', '', '', '', '']",[],[],https://pbs.twimg.com/profile_images/1619746798297284609/xQZf4N52_normal.jpg,https://twitter.com/Nayakone/status/1455212579182182402,tweet_id:1455212579182182402
jain,@jain17543,2021-10-30T09:17:54.000Z,False,Larsen tourbo =,0,0,0,0,[],[],['\\U0001f1ee\\U0001f1f3'],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1454377008708734976,tweet_id:1454377008708734976
@EntrepreneurInd,@EntrepreneurInd,2021-10-29T10:30:04.000Z,True,"L&T  has bagged orders worth INR 42,140 crore during the quarter ended September 30, 2021, registering a robust growth of 50 per cent over the corresponding period of the previous year. 
By:  #Revenue #Profit #LarsenTourbo https://entrepreneur.com/article/393902",0,0,1,0,"['#Revenue', '#Profit', '#LarsenTourbo']","['@larsentoubro', '@ShrabonaGhosh']",[],https://pbs.twimg.com/profile_images/1177916847653408768/sN1rHgO5_normal.jpg,https://twitter.com/EntrepreneurIND/status/1454032780707442693,tweet_id:1454032780707442693
Ashish K Nayak,@Nayakone,2021-10-27T16:31:52.000Z,False,Top 10 High Revenue Generated Indian Companies (Per Day) #Reliance Rs 1687cr#IOC Rs 1353cr#ONGC Rs 1110cr#SBIN Rs 1008cr#BPCL Rs 791cr#TataMotor Rs 717cr#TCS Rs 442cr#Rajesh_Export Rs 535cr,0,14,53,0,"['#Reliance', '#IOC', '#ONGC', '#SBIN', '#BPCL', '#TataMotor', '#TCS', '#Rajesh_Export', '', '', '', '']",[],[],https://pbs.twimg.com/profile_images/1619746798297284609/xQZf4N52_normal.jpg,https://twitter.com/Nayakone/status/1453399054893735939,tweet_id:1453399054893735939
Sathish,@SakthiManTrader,2021-10-23T10:10:13.000Z,False,"LARSEN & TOURBO LT,BUY LEVEL 1400-TO 1700 SIP,LT SL 1336MCB,TARGET 3200+,TF 500DAYS",1,1,1,0,[],[],[],https://pbs.twimg.com/profile_images/1714327369455112192/rEmagtp6_normal.jpg,https://twitter.com/SakthiManTrader/status/1451853458093449224,tweet_id:1451853458093449224
IEEMA,@tweetieema,2021-10-20T10:01:54.000Z,False,"#ElectricalIndustry needs to develop timely execution & optimise the execution speed - T Madhava Das, @LarsenTourbo at #CEO Session - Jaago Re Jaago #DigiELECBharat 2021.      ",0,2,3,0,"['#ElectricalIndustry', '#CEO', '#DigiELECBharat']","['@aksardana', '@adanionline', '@DarshanHira', '@hiranandanigrp', '@jainsunil1960', '@iaccindia', '@NexusVP']",[],https://pbs.twimg.com/profile_images/438908326537990144/wHcmyE1k_normal.jpeg,https://twitter.com/tweetieema/status/1450764200737976322,tweet_id:1450764200737976322
ViPiN,@AlgoBoffin,2021-10-19T13:46:43.000Z,True,Do or Die#LarsenTourbo #LT,0,1,11,0,"['#LarsenTourbo', '#LT']",[],"['\\U0001f970', '\\u2620\\ufe0f']",https://pbs.twimg.com/profile_images/1607407092222287874/IFQHZVmH_normal.jpg,https://twitter.com/AlgoBoffin/status/1450458390367514630,tweet_id:1450458390367514630
murali,@muralipiyer,2021-10-17T17:15:16.000Z,True,"Nifty 50 did 54% over the last year.
The laughingstock in india, ITC, did 52% over the last year.
The laggard SBI did 139% over the last year.Larsen&Tourbo 97%.
TataSteel did 247%.
All are large cap stocks in Nifty index having real balance-sheet, real cash flow, real dividends!",0,1,1,0,[],[],[],https://pbs.twimg.com/profile_images/715209490673582082/_pMRwx6j_normal.jpg,https://twitter.com/muralipiyer/status/1449786099077763072,tweet_id:1449786099077763072
digitalLEARNING,@dl_magazine,2021-10-16T11:46:00.000Z,False,#LarsenTourbo (L&T) has launched L&T Edu Tech to bridge the gap between industry expectations and competence of young engineers.https://bit.ly/3ALhGVt,0,0,0,0,['#LarsenTourbo'],[],[],https://pbs.twimg.com/profile_images/1589863683811049472/yvjZseOn_normal.jpg,https://twitter.com/dl_magazine/status/1449340847967723520,tweet_id:1449340847967723520
Neeraj Sharma,@NeerajS31544479,2021-09-30T10:44:44.000Z,False,  Hi Aditya. Ur views on Larsen & tourbo for short nd medium term,1,0,1,0,[],['@adi408b'],[],https://pbs.twimg.com/profile_images/1408428177823723522/4on427Ae_normal.jpg,https://twitter.com/NeerajS31544479/status/1443527223324016640,tweet_id:1443527223324016640
स्वप्नील सोनवणे,@DragonMaster93,2021-09-25T02:13:37.000Z,False,Larsen & Tourbo Infotech,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1768593780071145472/y-Uk7HrD_normal.jpg,https://twitter.com/DragonMaster93/status/1441586659754070026,tweet_id:1441586659754070026
SUBRATA DEY,@subroday1,2021-09-19T07:31:26.000Z,False,"NSE + BSE SHARES TO BUY 
FOR SAFE & SECURE LONG TERM 

GROWTH 
DIVIDEND 
GROWTH + DIVIDEND 

TOP 10 MEGA CAP 

1. RELIANCE INDUSTRIES 
2. TCS 
3. HDFC BANK 
3. INFOSYS 
4. HINDUSTAN UNILEVER 
5. HDFC 
6. BHARTI AIRTEL 
7. ITC 
8. ",1,1,1,0,[],[],[],https://pbs.twimg.com/profile_images/804621756455645184/KLDFPlP-_normal.jpg,https://twitter.com/subroday1/status/1439492310811611142,tweet_id:1439492310811611142
Ashutosh Daga,@AshutoshDaga2,2021-09-02T20:03:46.000Z,False,"Your best pick irctc always 
You hold spl knowledge on Larsen & tourbo too 
Thanks Rachna ji",0,1,5,0,[],[],[],https://pbs.twimg.com/profile_images/1554811793272610821/WnBatJSv_normal.jpg,https://twitter.com/AshutoshDaga2/status/1433521051049201666,tweet_id:1433521051049201666
jain,@jain17543,2021-09-02T15:36:37.000Z,False,Larsen tourbo will lead the world,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1433453820705591298,tweet_id:1433453820705591298
Niraj M Suratwala,@NirajMSuratwala,2021-09-01T08:23:48.000Z,True,"#LT Larsen & Tourbo. 
Target was New ATH, Today Printed 1718, done now.
Opportunity was shared on 13/8/21 @ 1623.#Learn #Gann #Timing #Trading #Investing #Lowofvibration #StockMarketindia #SensexDisclaimer - Not a SEBI Registered advisor, trade/invest on your own risk.",0,0,10,0,"['#LT', '#Learn', '#Gann', '#Timing', '#Trading', '#Investing', '#Lowofvibration', '#StockMarketindia', '#Sensex']",[],[],https://pbs.twimg.com/profile_images/1489957203826343936/BVNkaor2_normal.png,https://twitter.com/NirajMSuratwala/status/1432982507662626816,tweet_id:1432982507662626816
jain,@jain17543,2021-08-29T13:24:57.000Z,False,Larsen tourbo 2500 just read about l&t asset light model plan,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1431971134732308482,tweet_id:1431971134732308482
jain,@jain17543,2021-08-29T13:24:05.000Z,False,Larsen tourbo because Larsen tourbo IT companies will be 5x l&t will be most beneficial .,0,0,1,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1431970915806449669,tweet_id:1431970915806449669
jain,@jain17543,2021-08-29T09:42:55.000Z,False,Why not invest in Larsen tourbo because if they are multibagger l&t would be 5x,0,1,1,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1431915256251486212,tweet_id:1431915256251486212
